rep,ev_low,ev_mid,ev_high
539,50885.53714285714,69267.84964285714,70592.61714285715
540,54599.82285714285,72982.13535714285,74306.90285714286
541,56028.394285714276,74410.70678571428,75735.4742857143
542,51171.25142857142,69553.56392857143,70878.33142857144
543,60885.53714285714,79267.84964285714,80592.61714285715
544,50885.53714285714,69267.84964285714,70592.61714285715
545,55171.25142857142,73553.56392857143,74878.33142857144
546,52599.82285714285,70982.13535714285,72306.90285714286
547,52314.108571428565,70696.42107142856,72021.18857142857
548,52028.394285714276,70410.70678571428,71735.4742857143
549,52028.394285714276,70410.70678571428,71735.4742857143
550,48885.53714285714,67267.84964285714,68592.61714285715
551,47742.67999999999,66124.9925,67449.76000000001
552,55456.96571428571,73839.2782142857,75164.04571428572
553,52885.53714285714,71267.84964285714,72592.61714285715
554,60028.394285714276,78410.70678571428,79735.4742857143
555,52599.82285714285,70982.13535714285,72306.90285714286
556,51742.67999999999,70124.9925,71449.76000000001
557,53742.67999999999,72124.9925,73449.76000000001
558,55742.67999999999,74124.9925,75449.76000000001
559,50885.53714285714,69267.84964285714,70592.61714285715
560,56314.108571428565,74696.42107142856,76021.18857142857
561,53171.25142857142,71553.56392857143,72878.33142857144
562,60599.82285714285,78982.13535714285,80306.90285714286
563,50599.82285714285,68982.13535714285,70306.90285714286
564,55171.25142857142,73553.56392857143,74878.33142857144
565,55456.96571428571,73839.2782142857,75164.04571428572
566,56885.53714285714,75267.84964285714,76592.61714285715
567,54028.394285714276,72410.70678571428,73735.4742857143
568,57456.96571428571,75839.2782142857,77164.04571428572
569,50885.53714285714,69267.84964285714,70592.61714285715
570,59171.25142857142,77553.56392857143,78878.33142857144
571,50885.53714285714,69267.84964285714,70592.61714285715
572,57742.67999999999,76124.9925,77449.76000000001
573,52885.53714285714,71267.84964285714,72592.61714285715
574,54599.82285714285,72982.13535714285,74306.90285714286
575,59171.25142857142,77553.56392857143,78878.33142857144
576,60028.394285714276,78410.70678571428,79735.4742857143
577,54599.82285714285,72982.13535714285,74306.90285714286
578,59171.25142857142,77553.56392857143,78878.33142857144
579,54599.82285714285,72982.13535714285,74306.90285714286
580,51171.25142857142,69553.56392857143,70878.33142857144
581,58599.82285714285,76982.13535714285,78306.90285714286
582,50028.394285714276,68410.70678571428,69735.4742857143
583,52028.394285714276,70410.70678571428,71735.4742857143
584,49456.96571428571,67839.2782142857,69164.04571428572
585,55456.96571428571,73839.2782142857,75164.04571428572
586,54599.82285714285,72982.13535714285,74306.90285714286
587,56885.53714285714,75267.84964285714,76592.61714285715
588,53456.96571428571,71839.2782142857,73164.04571428572
589,54885.53714285714,73267.84964285714,74592.61714285715
590,53742.67999999999,72124.9925,73449.76000000001
591,54028.394285714276,72410.70678571428,73735.4742857143
592,54599.82285714285,72982.13535714285,74306.90285714286
593,53171.25142857142,71553.56392857143,72878.33142857144
594,54599.82285714285,72982.13535714285,74306.90285714286
595,54028.394285714276,72410.70678571428,73735.4742857143
596,50314.108571428565,68696.42107142856,70021.18857142857
597,57171.25142857142,75553.56392857143,76878.33142857144
598,59171.25142857142,77553.56392857143,78878.33142857144
599,55171.25142857142,73553.56392857143,74878.33142857144
600,51171.25142857142,69553.56392857143,70878.33142857144
601,49742.67999999999,68124.9925,69449.76000000001
602,52885.53714285714,71267.84964285714,72592.61714285715
603,54885.53714285714,73267.84964285714,74592.61714285715
604,55456.96571428571,73839.2782142857,75164.04571428572
605,63742.67999999999,82124.9925,83449.76000000001
606,54599.82285714285,72982.13535714285,74306.90285714286
607,55171.25142857142,73553.56392857143,74878.33142857144
608,56314.108571428565,74696.42107142856,76021.18857142857
609,59171.25142857142,77553.56392857143,78878.33142857144
610,54028.394285714276,72410.70678571428,73735.4742857143
611,54028.394285714276,72410.70678571428,73735.4742857143
612,56028.394285714276,74410.70678571428,75735.4742857143
613,52314.108571428565,70696.42107142856,72021.18857142857
614,56885.53714285714,75267.84964285714,76592.61714285715
615,57456.96571428571,75839.2782142857,77164.04571428572
616,57742.67999999999,76124.9925,77449.76000000001
617,52885.53714285714,71267.84964285714,72592.61714285715
618,56028.394285714276,74410.70678571428,75735.4742857143
619,54885.53714285714,73267.84964285714,74592.61714285715
620,54599.82285714285,72982.13535714285,74306.90285714286
621,54314.108571428565,72696.42107142856,74021.18857142857
622,52885.53714285714,71267.84964285714,72592.61714285715
623,55456.96571428571,73839.2782142857,75164.04571428572
624,54028.394285714276,72410.70678571428,73735.4742857143
625,49171.25142857142,67553.56392857143,68878.33142857144
626,55456.96571428571,73839.2782142857,75164.04571428572
627,53742.67999999999,72124.9925,73449.76000000001
628,52599.82285714285,70982.13535714285,72306.90285714286
629,52885.53714285714,71267.84964285714,72592.61714285715
630,55171.25142857142,73553.56392857143,74878.33142857144
631,56885.53714285714,75267.84964285714,76592.61714285715
632,57742.67999999999,76124.9925,77449.76000000001
633,56028.394285714276,74410.70678571428,75735.4742857143
634,55742.67999999999,74124.9925,75449.76000000001
635,52599.82285714285,70982.13535714285,72306.90285714286
636,57456.96571428571,75839.2782142857,77164.04571428572
637,49171.25142857142,67553.56392857143,68878.33142857144
638,53456.96571428571,71839.2782142857,73164.04571428572
639,58599.82285714285,76982.13535714285,78306.90285714286
640,57742.67999999999,76124.9925,77449.76000000001
641,54599.82285714285,72982.13535714285,74306.90285714286
642,57456.96571428571,75839.2782142857,77164.04571428572
643,52885.53714285714,71267.84964285714,72592.61714285715
644,53171.25142857142,71553.56392857143,72878.33142857144
645,60028.394285714276,78410.70678571428,79735.4742857143
646,48028.394285714276,66410.70678571428,67735.4742857143
647,56028.394285714276,74410.70678571428,75735.4742857143
648,54314.108571428565,72696.42107142856,74021.18857142857
649,54599.82285714285,72982.13535714285,74306.90285714286
650,55456.96571428571,73839.2782142857,75164.04571428572
651,52599.82285714285,70982.13535714285,72306.90285714286
652,56028.394285714276,74410.70678571428,75735.4742857143
653,62314.108571428565,80696.42107142856,82021.18857142857
654,52599.82285714285,70982.13535714285,72306.90285714286
655,50314.108571428565,68696.42107142856,70021.18857142857
656,51456.96571428571,69839.2782142857,71164.04571428572
657,51456.96571428571,69839.2782142857,71164.04571428572
658,54028.394285714276,72410.70678571428,73735.4742857143
659,58885.53714285714,77267.84964285714,78592.61714285715
660,52028.394285714276,70410.70678571428,71735.4742857143
661,56028.394285714276,74410.70678571428,75735.4742857143
662,51171.25142857142,69553.56392857143,70878.33142857144
663,62314.108571428565,80696.42107142856,82021.18857142857
664,55171.25142857142,73553.56392857143,74878.33142857144
665,53171.25142857142,71553.56392857143,72878.33142857144
666,54314.108571428565,72696.42107142856,74021.18857142857
667,56028.394285714276,74410.70678571428,75735.4742857143
668,54028.394285714276,72410.70678571428,73735.4742857143
669,58599.82285714285,76982.13535714285,78306.90285714286
670,57742.67999999999,76124.9925,77449.76000000001
671,49742.67999999999,68124.9925,69449.76000000001
672,52885.53714285714,71267.84964285714,72592.61714285715
673,50885.53714285714,69267.84964285714,70592.61714285715
674,53742.67999999999,72124.9925,73449.76000000001
675,54028.394285714276,72410.70678571428,73735.4742857143
676,53456.96571428571,71839.2782142857,73164.04571428572
677,52885.53714285714,71267.84964285714,72592.61714285715
678,53171.25142857142,71553.56392857143,72878.33142857144
679,56314.108571428565,74696.42107142856,76021.18857142857
680,51742.67999999999,70124.9925,71449.76000000001
681,50599.82285714285,68982.13535714285,70306.90285714286
682,55456.96571428571,73839.2782142857,75164.04571428572
683,56028.394285714276,74410.70678571428,75735.4742857143
684,55456.96571428571,73839.2782142857,75164.04571428572
685,51456.96571428571,69839.2782142857,71164.04571428572
686,56885.53714285714,75267.84964285714,76592.61714285715
687,53171.25142857142,71553.56392857143,72878.33142857144
688,50599.82285714285,68982.13535714285,70306.90285714286
689,58314.108571428565,76696.42107142856,78021.18857142857
690,51456.96571428571,69839.2782142857,71164.04571428572
691,49742.67999999999,68124.9925,69449.76000000001
692,59456.96571428571,77839.2782142857,79164.04571428572
693,56028.394285714276,74410.70678571428,75735.4742857143
694,55456.96571428571,73839.2782142857,75164.04571428572
695,54885.53714285714,73267.84964285714,74592.61714285715
696,52314.108571428565,70696.42107142856,72021.18857142857
697,56599.82285714285,74982.13535714285,76306.90285714286
698,55742.67999999999,74124.9925,75449.76000000001
699,54599.82285714285,72982.13535714285,74306.90285714286
700,53171.25142857142,71553.56392857143,72878.33142857144
701,58314.108571428565,76696.42107142856,78021.18857142857
702,57742.67999999999,76124.9925,77449.76000000001
703,50314.108571428565,68696.42107142856,70021.18857142857
704,51171.25142857142,69553.56392857143,70878.33142857144
705,54599.82285714285,72982.13535714285,74306.90285714286
706,52885.53714285714,71267.84964285714,72592.61714285715
707,55456.96571428571,73839.2782142857,75164.04571428572
708,51742.67999999999,70124.9925,71449.76000000001
709,54028.394285714276,72410.70678571428,73735.4742857143
710,55456.96571428571,73839.2782142857,75164.04571428572
711,55456.96571428571,73839.2782142857,75164.04571428572
712,51742.67999999999,70124.9925,71449.76000000001
713,58314.108571428565,76696.42107142856,78021.18857142857
714,56028.394285714276,74410.70678571428,75735.4742857143
715,56028.394285714276,74410.70678571428,75735.4742857143
716,51456.96571428571,69839.2782142857,71164.04571428572
717,57456.96571428571,75839.2782142857,77164.04571428572
718,56314.108571428565,74696.42107142856,76021.18857142857
719,52314.108571428565,70696.42107142856,72021.18857142857
720,50028.394285714276,68410.70678571428,69735.4742857143
721,62599.82285714285,80982.13535714285,82306.90285714286
722,52314.108571428565,70696.42107142856,72021.18857142857
723,60028.394285714276,78410.70678571428,79735.4742857143
724,55456.96571428571,73839.2782142857,75164.04571428572
725,51742.67999999999,70124.9925,71449.76000000001
726,56028.394285714276,74410.70678571428,75735.4742857143
727,52885.53714285714,71267.84964285714,72592.61714285715
728,55171.25142857142,73553.56392857143,74878.33142857144
729,56599.82285714285,74982.13535714285,76306.90285714286
730,55456.96571428571,73839.2782142857,75164.04571428572
731,59456.96571428571,77839.2782142857,79164.04571428572
732,51171.25142857142,69553.56392857143,70878.33142857144
733,51456.96571428571,69839.2782142857,71164.04571428572
734,54885.53714285714,73267.84964285714,74592.61714285715
735,51742.67999999999,70124.9925,71449.76000000001
736,53171.25142857142,71553.56392857143,72878.33142857144
737,50028.394285714276,68410.70678571428,69735.4742857143
738,54599.82285714285,72982.13535714285,74306.90285714286
739,53742.67999999999,72124.9925,73449.76000000001
740,56028.394285714276,74410.70678571428,75735.4742857143
741,52314.108571428565,70696.42107142856,72021.18857142857
742,57742.67999999999,76124.9925,77449.76000000001
743,56599.82285714285,74982.13535714285,76306.90285714286
744,51456.96571428571,69839.2782142857,71164.04571428572
745,55456.96571428571,73839.2782142857,75164.04571428572
746,56885.53714285714,75267.84964285714,76592.61714285715
747,55456.96571428571,73839.2782142857,75164.04571428572
748,46314.108571428565,64696.421071428565,66021.18857142857
749,53742.67999999999,72124.9925,73449.76000000001
750,58314.108571428565,76696.42107142856,78021.18857142857
751,56885.53714285714,75267.84964285714,76592.61714285715
752,48599.82285714285,66982.13535714285,68306.90285714286
753,56314.108571428565,74696.42107142856,76021.18857142857
754,63742.67999999999,82124.9925,83449.76000000001
755,55456.96571428571,73839.2782142857,75164.04571428572
756,54599.82285714285,72982.13535714285,74306.90285714286
757,55456.96571428571,73839.2782142857,75164.04571428572
758,56885.53714285714,75267.84964285714,76592.61714285715
759,52885.53714285714,71267.84964285714,72592.61714285715
760,52885.53714285714,71267.84964285714,72592.61714285715
761,63742.67999999999,82124.9925,83449.76000000001
762,56885.53714285714,75267.84964285714,76592.61714285715
763,63171.25142857142,81553.56392857143,82878.33142857144
764,56028.394285714276,74410.70678571428,75735.4742857143
765,55171.25142857142,73553.56392857143,74878.33142857144
766,57742.67999999999,76124.9925,77449.76000000001
767,53171.25142857142,71553.56392857143,72878.33142857144
768,54885.53714285714,73267.84964285714,74592.61714285715
769,56599.82285714285,74982.13535714285,76306.90285714286
770,55456.96571428571,73839.2782142857,75164.04571428572
771,57171.25142857142,75553.56392857143,76878.33142857144
772,53171.25142857142,71553.56392857143,72878.33142857144
773,55456.96571428571,73839.2782142857,75164.04571428572
774,55742.67999999999,74124.9925,75449.76000000001
775,50885.53714285714,69267.84964285714,70592.61714285715
776,49171.25142857142,67553.56392857143,68878.33142857144
777,56599.82285714285,74982.13535714285,76306.90285714286
778,53171.25142857142,71553.56392857143,72878.33142857144
779,56028.394285714276,74410.70678571428,75735.4742857143
780,54885.53714285714,73267.84964285714,74592.61714285715
781,54314.108571428565,72696.42107142856,74021.18857142857
782,53742.67999999999,72124.9925,73449.76000000001
783,65171.25142857142,83553.56392857143,84878.33142857144
784,54028.394285714276,72410.70678571428,73735.4742857143
785,52314.108571428565,70696.42107142856,72021.18857142857
786,55456.96571428571,73839.2782142857,75164.04571428572
787,54599.82285714285,72982.13535714285,74306.90285714286
788,55456.96571428571,73839.2782142857,75164.04571428572
789,53742.67999999999,72124.9925,73449.76000000001
790,54599.82285714285,72982.13535714285,74306.90285714286
791,56028.394285714276,74410.70678571428,75735.4742857143
792,61171.25142857142,79553.56392857143,80878.33142857144
793,61456.96571428571,79839.2782142857,81164.04571428572
794,50599.82285714285,68982.13535714285,70306.90285714286
795,54028.394285714276,72410.70678571428,73735.4742857143
796,54314.108571428565,72696.42107142856,74021.18857142857
797,50599.82285714285,68982.13535714285,70306.90285714286
798,48314.108571428565,66696.42107142856,68021.18857142857
799,52314.108571428565,70696.42107142856,72021.18857142857
800,54599.82285714285,72982.13535714285,74306.90285714286
801,50885.53714285714,69267.84964285714,70592.61714285715
802,54314.108571428565,72696.42107142856,74021.18857142857
803,49171.25142857142,67553.56392857143,68878.33142857144
804,60028.394285714276,78410.70678571428,79735.4742857143
805,52885.53714285714,71267.84964285714,72592.61714285715
806,53742.67999999999,72124.9925,73449.76000000001
807,59171.25142857142,77553.56392857143,78878.33142857144
808,58028.394285714276,76410.70678571428,77735.4742857143
809,53456.96571428571,71839.2782142857,73164.04571428572
810,59456.96571428571,77839.2782142857,79164.04571428572
811,50028.394285714276,68410.70678571428,69735.4742857143
812,64314.108571428565,82696.42107142856,84021.18857142857
813,50599.82285714285,68982.13535714285,70306.90285714286
814,48885.53714285714,67267.84964285714,68592.61714285715
815,53742.67999999999,72124.9925,73449.76000000001
816,56028.394285714276,74410.70678571428,75735.4742857143
817,60028.394285714276,78410.70678571428,79735.4742857143
818,50028.394285714276,68410.70678571428,69735.4742857143
819,50885.53714285714,69267.84964285714,70592.61714285715
820,52314.108571428565,70696.42107142856,72021.18857142857
821,54885.53714285714,73267.84964285714,74592.61714285715
822,52314.108571428565,70696.42107142856,72021.18857142857
823,52028.394285714276,70410.70678571428,71735.4742857143
824,52314.108571428565,70696.42107142856,72021.18857142857
825,58314.108571428565,76696.42107142856,78021.18857142857
826,53456.96571428571,71839.2782142857,73164.04571428572
827,58314.108571428565,76696.42107142856,78021.18857142857
828,58599.82285714285,76982.13535714285,78306.90285714286
829,55456.96571428571,73839.2782142857,75164.04571428572
830,61456.96571428571,79839.2782142857,81164.04571428572
831,52028.394285714276,70410.70678571428,71735.4742857143
832,48885.53714285714,67267.84964285714,68592.61714285715
833,51456.96571428571,69839.2782142857,71164.04571428572
834,59171.25142857142,77553.56392857143,78878.33142857144
835,53171.25142857142,71553.56392857143,72878.33142857144
836,54599.82285714285,72982.13535714285,74306.90285714286
837,55171.25142857142,73553.56392857143,74878.33142857144
838,50028.394285714276,68410.70678571428,69735.4742857143
839,53171.25142857142,71553.56392857143,72878.33142857144
840,53742.67999999999,72124.9925,73449.76000000001
841,53742.67999999999,72124.9925,73449.76000000001
842,59171.25142857142,77553.56392857143,78878.33142857144
843,52314.108571428565,70696.42107142856,72021.18857142857
844,60599.82285714285,78982.13535714285,80306.90285714286
845,49171.25142857142,67553.56392857143,68878.33142857144
846,57742.67999999999,76124.9925,77449.76000000001
847,57742.67999999999,76124.9925,77449.76000000001
848,52314.108571428565,70696.42107142856,72021.18857142857
849,53171.25142857142,71553.56392857143,72878.33142857144
850,56314.108571428565,74696.42107142856,76021.18857142857
851,52028.394285714276,70410.70678571428,71735.4742857143
852,51171.25142857142,69553.56392857143,70878.33142857144
853,55171.25142857142,73553.56392857143,74878.33142857144
854,52885.53714285714,71267.84964285714,72592.61714285715
855,54885.53714285714,73267.84964285714,74592.61714285715
856,46599.82285714285,64982.13535714285,66306.90285714286
857,58314.108571428565,76696.42107142856,78021.18857142857
858,50885.53714285714,69267.84964285714,70592.61714285715
859,54314.108571428565,72696.42107142856,74021.18857142857
860,55456.96571428571,73839.2782142857,75164.04571428572
861,58028.394285714276,76410.70678571428,77735.4742857143
862,50885.53714285714,69267.84964285714,70592.61714285715
863,53171.25142857142,71553.56392857143,72878.33142857144
864,56028.394285714276,74410.70678571428,75735.4742857143
865,56885.53714285714,75267.84964285714,76592.61714285715
866,52314.108571428565,70696.42107142856,72021.18857142857
867,54314.108571428565,72696.42107142856,74021.18857142857
868,55456.96571428571,73839.2782142857,75164.04571428572
869,51742.67999999999,70124.9925,71449.76000000001
870,54885.53714285714,73267.84964285714,74592.61714285715
871,49742.67999999999,68124.9925,69449.76000000001
872,52885.53714285714,71267.84964285714,72592.61714285715
873,47456.96571428571,65839.2782142857,67164.04571428572
874,57171.25142857142,75553.56392857143,76878.33142857144
875,52885.53714285714,71267.84964285714,72592.61714285715
876,54028.394285714276,72410.70678571428,73735.4742857143
877,56028.394285714276,74410.70678571428,75735.4742857143
878,52028.394285714276,70410.70678571428,71735.4742857143
879,54599.82285714285,72982.13535714285,74306.90285714286
880,54314.108571428565,72696.42107142856,74021.18857142857
881,57742.67999999999,76124.9925,77449.76000000001
882,53171.25142857142,71553.56392857143,72878.33142857144
883,52314.108571428565,70696.42107142856,72021.18857142857
884,54314.108571428565,72696.42107142856,74021.18857142857
885,54885.53714285714,73267.84964285714,74592.61714285715
886,56314.108571428565,74696.42107142856,76021.18857142857
887,51171.25142857142,69553.56392857143,70878.33142857144
888,52599.82285714285,70982.13535714285,72306.90285714286
889,52028.394285714276,70410.70678571428,71735.4742857143
890,54028.394285714276,72410.70678571428,73735.4742857143
891,53171.25142857142,71553.56392857143,72878.33142857144
892,56885.53714285714,75267.84964285714,76592.61714285715
893,54885.53714285714,73267.84964285714,74592.61714285715
894,56885.53714285714,75267.84964285714,76592.61714285715
895,51171.25142857142,69553.56392857143,70878.33142857144
896,53742.67999999999,72124.9925,73449.76000000001
897,56028.394285714276,74410.70678571428,75735.4742857143
898,58314.108571428565,76696.42107142856,78021.18857142857
899,53456.96571428571,71839.2782142857,73164.04571428572
900,55456.96571428571,73839.2782142857,75164.04571428572
901,56314.108571428565,74696.42107142856,76021.18857142857
902,50028.394285714276,68410.70678571428,69735.4742857143
903,51456.96571428571,69839.2782142857,71164.04571428572
904,53171.25142857142,71553.56392857143,72878.33142857144
905,49742.67999999999,68124.9925,69449.76000000001
906,54028.394285714276,72410.70678571428,73735.4742857143
907,59171.25142857142,77553.56392857143,78878.33142857144
908,48885.53714285714,67267.84964285714,68592.61714285715
909,59456.96571428571,77839.2782142857,79164.04571428572
910,56028.394285714276,74410.70678571428,75735.4742857143
911,57171.25142857142,75553.56392857143,76878.33142857144
912,52028.394285714276,70410.70678571428,71735.4742857143
913,52028.394285714276,70410.70678571428,71735.4742857143
914,50314.108571428565,68696.42107142856,70021.18857142857
915,54314.108571428565,72696.42107142856,74021.18857142857
916,50885.53714285714,69267.84964285714,70592.61714285715
917,53171.25142857142,71553.56392857143,72878.33142857144
918,53742.67999999999,72124.9925,73449.76000000001
919,58885.53714285714,77267.84964285714,78592.61714285715
920,59171.25142857142,77553.56392857143,78878.33142857144
921,56885.53714285714,75267.84964285714,76592.61714285715
922,55171.25142857142,73553.56392857143,74878.33142857144
923,48314.108571428565,66696.42107142856,68021.18857142857
924,54599.82285714285,72982.13535714285,74306.90285714286
925,55456.96571428571,73839.2782142857,75164.04571428572
926,55456.96571428571,73839.2782142857,75164.04571428572
927,54028.394285714276,72410.70678571428,73735.4742857143
928,55456.96571428571,73839.2782142857,75164.04571428572
929,48599.82285714285,66982.13535714285,68306.90285714286
930,55171.25142857142,73553.56392857143,74878.33142857144
931,50885.53714285714,69267.84964285714,70592.61714285715
932,52314.108571428565,70696.42107142856,72021.18857142857
933,52885.53714285714,71267.84964285714,72592.61714285715
934,50885.53714285714,69267.84964285714,70592.61714285715
935,50599.82285714285,68982.13535714285,70306.90285714286
936,58599.82285714285,76982.13535714285,78306.90285714286
937,55171.25142857142,73553.56392857143,74878.33142857144
938,48599.82285714285,66982.13535714285,68306.90285714286
939,50885.53714285714,69267.84964285714,70592.61714285715
940,58028.394285714276,76410.70678571428,77735.4742857143
941,58314.108571428565,76696.42107142856,78021.18857142857
942,57742.67999999999,76124.9925,77449.76000000001
943,52885.53714285714,71267.84964285714,72592.61714285715
944,49456.96571428571,67839.2782142857,69164.04571428572
945,56885.53714285714,75267.84964285714,76592.61714285715
946,52314.108571428565,70696.42107142856,72021.18857142857
947,54885.53714285714,73267.84964285714,74592.61714285715
948,47742.67999999999,66124.9925,67449.76000000001
949,54599.82285714285,72982.13535714285,74306.90285714286
950,50599.82285714285,68982.13535714285,70306.90285714286
951,58599.82285714285,76982.13535714285,78306.90285714286
952,54885.53714285714,73267.84964285714,74592.61714285715
953,54314.108571428565,72696.42107142856,74021.18857142857
954,54885.53714285714,73267.84964285714,74592.61714285715
955,60028.394285714276,78410.70678571428,79735.4742857143
956,55456.96571428571,73839.2782142857,75164.04571428572
957,52599.82285714285,70982.13535714285,72306.90285714286
958,55171.25142857142,73553.56392857143,74878.33142857144
959,56885.53714285714,75267.84964285714,76592.61714285715
960,52314.108571428565,70696.42107142856,72021.18857142857
961,52314.108571428565,70696.42107142856,72021.18857142857
962,54028.394285714276,72410.70678571428,73735.4742857143
963,54599.82285714285,72982.13535714285,74306.90285714286
964,54599.82285714285,72982.13535714285,74306.90285714286
965,56314.108571428565,74696.42107142856,76021.18857142857
966,53742.67999999999,72124.9925,73449.76000000001
967,56885.53714285714,75267.84964285714,76592.61714285715
968,54028.394285714276,72410.70678571428,73735.4742857143
969,55456.96571428571,73839.2782142857,75164.04571428572
970,56885.53714285714,75267.84964285714,76592.61714285715
971,53456.96571428571,71839.2782142857,73164.04571428572
972,55456.96571428571,73839.2782142857,75164.04571428572
973,54885.53714285714,73267.84964285714,74592.61714285715
974,56314.108571428565,74696.42107142856,76021.18857142857
975,53742.67999999999,72124.9925,73449.76000000001
976,54599.82285714285,72982.13535714285,74306.90285714286
977,53742.67999999999,72124.9925,73449.76000000001
978,57171.25142857142,75553.56392857143,76878.33142857144
979,56599.82285714285,74982.13535714285,76306.90285714286
980,55456.96571428571,73839.2782142857,75164.04571428572
981,60028.394285714276,78410.70678571428,79735.4742857143
982,55456.96571428571,73839.2782142857,75164.04571428572
983,52028.394285714276,70410.70678571428,71735.4742857143
984,49742.67999999999,68124.9925,69449.76000000001
985,55742.67999999999,74124.9925,75449.76000000001
986,48314.108571428565,66696.42107142856,68021.18857142857
987,57742.67999999999,76124.9925,77449.76000000001
988,57171.25142857142,75553.56392857143,76878.33142857144
989,60885.53714285714,79267.84964285714,80592.61714285715
990,55456.96571428571,73839.2782142857,75164.04571428572
991,50314.108571428565,68696.42107142856,70021.18857142857
992,50885.53714285714,69267.84964285714,70592.61714285715
993,49742.67999999999,68124.9925,69449.76000000001
994,51171.25142857142,69553.56392857143,70878.33142857144
995,59171.25142857142,77553.56392857143,78878.33142857144
996,59171.25142857142,77553.56392857143,78878.33142857144
997,54314.108571428565,72696.42107142856,74021.18857142857
998,52028.394285714276,70410.70678571428,71735.4742857143
999,51742.67999999999,70124.9925,71449.76000000001
1000,57171.25142857142,75553.56392857143,76878.33142857144
1001,51456.96571428571,69839.2782142857,71164.04571428572
1002,60599.82285714285,78982.13535714285,80306.90285714286
1003,57171.25142857142,75553.56392857143,76878.33142857144
1004,59171.25142857142,77553.56392857143,78878.33142857144
1005,50599.82285714285,68982.13535714285,70306.90285714286
1006,54885.53714285714,73267.84964285714,74592.61714285715
1007,52314.108571428565,70696.42107142856,72021.18857142857
1008,50028.394285714276,68410.70678571428,69735.4742857143
1009,55456.96571428571,73839.2782142857,75164.04571428572
1010,57742.67999999999,76124.9925,77449.76000000001
1011,56314.108571428565,74696.42107142856,76021.18857142857
1012,56314.108571428565,74696.42107142856,76021.18857142857
1013,52028.394285714276,70410.70678571428,71735.4742857143
1014,53742.67999999999,72124.9925,73449.76000000001
1015,59171.25142857142,77553.56392857143,78878.33142857144
1016,58314.108571428565,76696.42107142856,78021.18857142857
1017,54599.82285714285,72982.13535714285,74306.90285714286
1018,52028.394285714276,70410.70678571428,71735.4742857143
1019,55171.25142857142,73553.56392857143,74878.33142857144
1020,56028.394285714276,74410.70678571428,75735.4742857143
1021,58599.82285714285,76982.13535714285,78306.90285714286
1022,52885.53714285714,71267.84964285714,72592.61714285715
1023,57456.96571428571,75839.2782142857,77164.04571428572
1024,52885.53714285714,71267.84964285714,72592.61714285715
1025,52314.108571428565,70696.42107142856,72021.18857142857
1026,53171.25142857142,71553.56392857143,72878.33142857144
1027,53742.67999999999,72124.9925,73449.76000000001
1028,54028.394285714276,72410.70678571428,73735.4742857143
1029,58314.108571428565,76696.42107142856,78021.18857142857
1030,50885.53714285714,69267.84964285714,70592.61714285715
1031,56314.108571428565,74696.42107142856,76021.18857142857
1032,58599.82285714285,76982.13535714285,78306.90285714286
1033,50599.82285714285,68982.13535714285,70306.90285714286
1034,53742.67999999999,72124.9925,73449.76000000001
1035,54028.394285714276,72410.70678571428,73735.4742857143
1036,53742.67999999999,72124.9925,73449.76000000001
1037,55456.96571428571,73839.2782142857,75164.04571428572
1038,56314.108571428565,74696.42107142856,76021.18857142857
1039,52885.53714285714,71267.84964285714,72592.61714285715
1040,51456.96571428571,69839.2782142857,71164.04571428572
1041,56314.108571428565,74696.42107142856,76021.18857142857
1042,60028.394285714276,78410.70678571428,79735.4742857143
1043,54599.82285714285,72982.13535714285,74306.90285714286
1044,51742.67999999999,70124.9925,71449.76000000001
1045,51456.96571428571,69839.2782142857,71164.04571428572
1046,48599.82285714285,66982.13535714285,68306.90285714286
1047,51456.96571428571,69839.2782142857,71164.04571428572
1048,60599.82285714285,78982.13535714285,80306.90285714286
1049,59456.96571428571,77839.2782142857,79164.04571428572
1050,59171.25142857142,77553.56392857143,78878.33142857144
1051,57171.25142857142,75553.56392857143,76878.33142857144
1052,60028.394285714276,78410.70678571428,79735.4742857143
1053,50599.82285714285,68982.13535714285,70306.90285714286
1054,52599.82285714285,70982.13535714285,72306.90285714286
1055,51456.96571428571,69839.2782142857,71164.04571428572
1056,57742.67999999999,76124.9925,77449.76000000001
1057,52885.53714285714,71267.84964285714,72592.61714285715
1058,52314.108571428565,70696.42107142856,72021.18857142857
1059,52028.394285714276,70410.70678571428,71735.4742857143
1060,56028.394285714276,74410.70678571428,75735.4742857143
1061,53171.25142857142,71553.56392857143,72878.33142857144
1062,60599.82285714285,78982.13535714285,80306.90285714286
1063,53742.67999999999,72124.9925,73449.76000000001
1064,53171.25142857142,71553.56392857143,72878.33142857144
1065,55171.25142857142,73553.56392857143,74878.33142857144
1066,52314.108571428565,70696.42107142856,72021.18857142857
1067,54599.82285714285,72982.13535714285,74306.90285714286
1068,60885.53714285714,79267.84964285714,80592.61714285715
1069,49742.67999999999,68124.9925,69449.76000000001
1070,45456.96571428571,63839.27821428571,65164.04571428573
1071,54028.394285714276,72410.70678571428,73735.4742857143
1072,55742.67999999999,74124.9925,75449.76000000001
1073,53742.67999999999,72124.9925,73449.76000000001
1074,59456.96571428571,77839.2782142857,79164.04571428572
1075,49456.96571428571,67839.2782142857,69164.04571428572
1076,57171.25142857142,75553.56392857143,76878.33142857144
1077,54885.53714285714,73267.84964285714,74592.61714285715
